"ANO","NIVEL","CODMUNRES","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC"
"2015","MUNICIPIO","241410","150","136","141","1","30","47","33","23","14","2","0","0","149","20","24","30","25.1933333333333","6.4959426331759","3","15","57","59","7","8","59","0","0","87","0","84","66","59","91","146","4","0","2","2","10","135","1","14","135","1","37","38","39","37.8533333333333","2.07052393157636","0","19","7","26","94","40","110","15","135","147","3","0","50","3","26","6","45","1","1","4","0","14","150","0","0","0","0","72","78","59","0","0","87","0","16","129","5","2806.25","3100","3350","3044.72","599.591562548369","118","11","16","3","147","9.00666666666667","1.00666681482139","0","150"
"2015","MUNICIPIO","241415","88","67","68","1","14","24","24","16","7","2","0","0","87","20","26","30.25","25.7386363636364","6.42819636165152","0","4","22","51","1","8","26","0","0","56","0","23","65","35","53","88","0","0","3","0","6","74","2","9","74","2","38","39","40","38.6470588235294","3.03827129087822","1","13","4","4","58","87","1","34","54","80","3","0","16","9","26","7","12","2","1","0","0","7","87","1","0","0","0","44","44","27","0","0","57","0","8","76","4","2870","3185","3547.5","3149.96590909091","596.760304388133","71","6","7","1","87","8.88636363636364","0.575991263140519","1","83"
"2015","MUNICIPIO","241420","220","149","151","6","40","59","39","44","26","6","0","0","214","20","25","32","26.0090909090909","7.22943684948195","1","20","89","91","2","17","39","8","1","168","0","78","142","77","143","217","2","0","1","5","19","156","7","25","156","7","38","39","40","38.6223404255319","2.6550186260893","1","47","16","15","104","213","7","128","92","212","6","0","43","14","54","16","32","2","4","2","0","20","216","0","3","1","0","94","126","39","8","1","168","0","18","187","15","3021.25","3330","3635","3276.56363636364","584.63295322437","141","33","9","1","217","9.22935779816514","0.876030295574185","2","210"
"2015","MUNICIPIO","241430","19","18","18","0","2","3","6","5","2","1","0","0","19","24.5","26","31.5","27.8947368421053","6.42819083622294","0","1","5","13","0","0","12","0","0","7","0","5","14","13","6","19","0","0","0","0","1","18","0","1","18","0","37","39","40","38.6842105263158","1.60043853639305","0","1","0","0","17","19","0","3","16","18","1","0","11","1","1","1","3","1","0","0","0","1","19","0","0","0","0","7","12","12","0","0","7","0","0","15","4","2833","3540","3847.5","3419.26315789474","584.484373149651","13","5","1","0","19","9.26315789473684","0.561951486949016","0","19"
"2015","MUNICIPIO","241440","470","355","368","6","100","129","120","79","26","10","0","0","464","20","24.5","29","24.9851063829787","6.27359439734771","2","40","168","186","10","15","90","16","1","342","1","325","145","197","273","464","5","0","1","6","50","357","35","57","357","35","38","39","40","38.7906458797327","2.44324904104168","1","86","56","72","245","469","1","251","218","453","13","1","116","42","128","30","64","5","6","4","1","51","466","2","1","1","0","251","219","90","16","1","342","1","37","405","28","2916.25","3247.5","3565","3233.09574468085","566.902263458593","350","53","26","7","462","8.90405117270789","0.600360117662751","1","447"
"2015","MUNICIPIO","241445","53","30","31","3","14","14","12","4","6","0","0","0","50","17","21","28","23.4339622641509","7.24704033478035","1","4","23","20","0","3","7","0","0","39","0","26","27","26","27","51","2","0","0","0","11","38","2","11","38","2","37","38","40","38.0392156862745","2.28000687993458","0","10","7","13","21","52","1","27","26","43","0","0","7","10","5","5","4","0","0","2","0","8","53","0","0","0","0","23","30","7","0","0","39","0","2","46","5","2985","3250","3650","3307.22641509434","544.530695663333","32","13","3","0","53","9.0188679245283","0.309501213973998","0","47"
"2015","MUNICIPIO","241450","108","65","66","1","28","30","22","16","10","1","0","0","107","19","23","29.25","24.6666666666667","6.78921629821331","0","11","46","37","3","10","26","0","0","67","0","48","60","54","54","108","0","0","0","3","14","82","4","17","82","4","38","39","40","38.2621359223301","2.42923842277314","0","17","5","9","69","108","0","29","78","104","4","0","35","7","18","2","20","1","3","0","0","17","106","0","0","2","0","50","58","26","0","0","67","0","9","96","3","2898.75","3255","3553.75","3168.08333333333","624.145908010284","81","13","7","0","106","9.35849056603774","0.572191763481324","0","81"
"2015","MUNICIPIO","241460","192","135","138","2","51","39","54","26","16","4","0","0","190","19","25","29","25.0260416666667","6.83648580604577","1","14","68","86","7","10","27","0","0","136","0","59","133","79","113","190","2","0","2","5","24","148","11","31","148","11","37","39","40","38.2052631578947","2.86097139758316","1","36","18","27","95","189","3","59","133","182","9","0","54","12","29","14","43","3","5","2","0","27","189","1","2","0","0","96","96","27","0","0","136","0","23","164","5","2842.5","3210","3501.25","3121.20833333333","574.142318067707","150","18","17","5","184","8.98412698412698","0.648042801943639","0","183"
"2015","MUNICIPIO","241470","66","50","50","0","9","17","21","11","7","0","1","0","66","21.25","26.5","30.75","26.5","6.34701625841744","0","8","20","31","1","5","14","0","0","50","0","22","44","25","41","64","2","0","0","0","7","55","0","7","55","0","37.25","39","40","38.4354838709677","1.80728006613267","0","17","4","2","39","66","0","29","37","59","3","0","18","5","17","5","6","0","2","2","0","5","65","1","0","0","0","35","31","14","0","0","50","0","3","61","2","2990","3303.5","3577.5","3267.43939393939","416.773988882293","50","9","1","0","66","9.3030303030303","0.463089855699965","1","64"
"2015","MUNICIPIO","241475","53","50","50","0","11","16","12","11","2","1","0","0","53","21","24","30","24.9622641509434","6.38797627804631","1","5","20","22","0","5","25","0","0","28","0","21","32","24","29","52","0","0","0","0","5","47","1","5","47","1","38","38","39","38.2075471698113","1.70246981861916","0","20","1","2","30","53","0","4","48","53","0","0","18","3","10","1","15","0","0","0","0","5","53","0","0","0","0","21","32","25","0","0","28","0","3","50","0","2800","3120","3360","3135.67924528302","408.415831343163","43","4","5","1","52","9.15094339622642","0.744110889562279","0","53"
"2015","MUNICIPIO","241480","165","120","127","5","42","51","31","18","13","4","1","0","160","19","23","28","24.4424242424242","7.02812426416746","4","13","68","70","1","5","35","3","2","124","0","69","96","72","93","160","5","0","1","4","21","111","10","26","111","10","37","39","40","38.4625850340136","2.91728929547159","1","44","6","5","94","163","2","101","64","157","8","0","35","17","35","9","21","4","1","5","0","21","161","3","0","1","0","88","77","35","3","2","124","0","19","139","7","2845","3240","3525","3147.97575757576","625.352758512708","117","13","8","3","162","9.13939393939394","1.2390838949577","5","151"
"2015","MUNICIPIO","241490","28","12","12","1","6","5","8","5","2","1","0","0","27","19.75","25","30.25","25.5714285714286","6.94650763002304","0","0","8","16","1","3","7","0","0","17","0","11","17","14","14","28","0","0","0","0","5","22","0","5","22","0","37","38","39","37.8518518518519","1.91559799266852","0","2","2","1","22","28","0","7","21","27","0","1","9","1","4","2","5","0","0","0","1","5","28","0","0","0","0","11","17","7","0","0","17","0","2","24","2","2962.5","3277.5","3525","3242.17857142857","561.300345663824","22","4","1","0","28","9.28571428571429","0.460043706228236","0","18"
"2015","MUNICIPIO","241500","47","35","36","2","15","9","8","10","2","1","0","0","45","19","22","30","24.2765957446809","6.98352759888076","0","10","14","18","0","3","11","1","0","35","0","23","24","19","28","47","0","0","0","1","7","34","2","8","34","2","38","40","40.25","38.8636363636364","2.50200765052749","0","12","5","4","25","47","0","34","13","45","0","0","10","2","15","4","4","0","0","0","0","7","47","0","0","0","0","26","21","11","1","0","35","0","3","40","4","2820","3210","3635","3216.02127659574","539.78886731443","33","6","4","0","47","9.53191489361702","0.545776822909815","1","43"
